administration,nom,prenom,civilite,grade,fonction,categorie,type_organisme,code_insee_commune
Centre d'appels interministériel,RASQUIN,Peggy,Mme,inspectrice générale de santé publique vétérinaire,Responsable du centre d'appels interministériel,SI,Administration centrale (ou Ministère),
Bureau 2FCE-2C. Payes de l'État,MEYRUEIX,François-Charles,M.,administrateur de l'État,Chef du bureau,SI,Administration centrale (ou Ministère),
Bureau Politiques transversales et économiques durables (PTED),CAULET,Pierre,M.,conseiller d'administration,Chef du bureau,SI,Administration centrale (ou Ministère),
Délégation à la protection des données,,,,,Délégué,SI,Administration centrale (ou Ministère),
Unité de management Action 3D,LAPORTE,Emmanuel,M.,ingénieur général de l'armement,Directeur de l'unité,SI,Administration centrale (ou Ministère),
Institut des hautes études de la vigne et du vin,BLONDIN,Bruno,M.,,Directeur,SI,Établissement public,
Pôle Logistique,LAGAUDE,Fabien,M.,capitaine,Chef du pôle,SI,Administration centrale (ou Ministère),
CCI France (Chambres de Commerce et d'Industrie),DI CRESCENZO,Alain,M.,,Président du conseil d'administration,SI,Établissement public,
CCI France (Chambres de Commerce et d'Industrie),BONNET,Nicolas,M.,,Directeur général,SI,Établissement public,
CCI France (Chambres de Commerce et d'Industrie),,,,,Directeur général adjoint,SI,Établissement public,
CCI France (Chambres de Commerce et d'Industrie),WEHRLI,Sandrine,Mme,,Directrice générale déléguée,SI,Établissement public,
CCI France (Chambres de Commerce et d'Industrie),DRUMARE,Yann,M.,,Directeur communication,SI,Établissement public,
CCI France (Chambres de Commerce et d'Industrie),BRUNIN,Dominique,M.,,"Directeur international, innovation industrie et IE",SI,Établissement public,
CCI France (Chambres de Commerce et d'Industrie),,,,,"Directeur emploi, formation, entrepreneuriat",SI,Établissement public,
CCI France (Chambres de Commerce et d'Industrie),SERGENT,Bénédicte,Mme,,Directrice développement durable et proximité territoriale,SI,Établissement public,
CCI France (Chambres de Commerce et d'Industrie),LEMAUFF,Philippe,M.,,Directeur affaires sociales,SI,Établissement public,
CCI France (Chambres de Commerce et d'Industrie),,,,,Directeur processus et performances,SI,Établissement public,
Bureau Méthodes,,,,,Chef du bureau,SI,Service à compétence nationale,
"Sous-direction de la recherche, de l'innovation et des coopérations internationales",PEYRAT,Marie-Bénédicte,Mme,inspectrice en chef de santé publique vétérinaire,Sous-directrice,SI,Administration centrale (ou Ministère),
"Sous-direction de la recherche, de l'innovation et des coopérations internationales",DE NERVO,Laëtitia,Mme,"ingénieure en chef des ponts, des eaux et des forêts",Adjointe,SI,Administration centrale (ou Ministère),
Inspecteur général des armées - Armée de l'air et de l'espace,RATAUD,Laurent,M.,général d'armée aérienne,Inspecteur général des armées - Armée de l'air et de l'espace,SI,Administration centrale (ou Ministère),
"Conseil économique, social et environnemental (CESE)",THOURY,Claire,Mme,,Présidente,SI,Institution,
"Conseil économique, social et environnemental (CESE)",,,,,Directeur du cabinet,SI,Institution,
Bureau des services publics locaux - CIL 3,CORNET,Marie,Mme,administratrice de l'État,Cheffe du bureau,SI,Administration centrale (ou Ministère),
Bureau professionnalisation de la filière achat,BARADI,Mahfoud,M.,administrateur de l'État,Chef du bureau,SI,Administration centrale (ou Ministère),
Service du haut fonctionnaire de défense et de sécurité et d'intelligence économique,GAYRAL,Nathalie,Mme,"ingénieure générale des ponts, des eaux et des forêts","Cheffe du service, haute fonctionnaire de défense et de sécurité adjointe",SI,Administration centrale (ou Ministère),
Service du haut fonctionnaire de défense et de sécurité et d'intelligence économique,JEAUNAUX,Alexandre,M.,colonel de gendarmerie,Chef du service adjoint,SI,Administration centrale (ou Ministère),
Mission gouvernance des établissements de santé,,,,,Chef de la mission,SI,Administration centrale (ou Ministère),
Direction générale de l'énergie et du climat (DGEC),BOURILLET,Cédric,M.,ingénieur général des mines,Directeur général,SI,Administration centrale (ou Ministère),
Direction générale de l'énergie et du climat (DGEC),VANLAER,Hervé,M.,"ingénieur général des ponts, des eaux et des forêts",Adjoint,SI,Administration centrale (ou Ministère),
Division des flottes,,,,,Coordonnateur des flottes,SI,Administration centrale (ou Ministère),
Délégation au théâtre et aux arts associés,MERCIER,Géraldine,Mme,,Déléguée,SI,Administration centrale (ou Ministère),
Délégation au théâtre et aux arts associés,LARDY,Patrick,M.,,Délégué adjoint,SI,Administration centrale (ou Ministère),
Centre national de supervision de la paie,GUILHOT,Mireille,Mme,administratrice de l'État hors classe,Directrice,SI,Administration centrale (ou Ministère),
Centre national de supervision de la paie,,,,,Adjoint,SI,Administration centrale (ou Ministère),
Secteur de l'évaluation préalable et des procédures consultatives,FRANCOIS,Virginie,Mme,,Cheffe du secteur,SI,Administration centrale (ou Ministère),
"Bureau des fédérations sportives, du sport de haut niveau et du sport professionnel",VALLET MODAINE,Laurence,Mme,,Cheffe du  bureau,SI,Administration centrale (ou Ministère),
Bureau de gestion des personnels de catégorie A et sous statuts d'emploi,PAUL,Xavier,M.,attaché d'administration de l'Etat hors classe,Chef du bureau,SI,Administration centrale (ou Ministère),
Direction générale des étrangers en France (DGEF),TOUVET,Laurent,M.,,Directeur général,SI,Administration centrale (ou Ministère),
Direction générale des étrangers en France (DGEF),GILLET,Arnaud,M.,administrateur de l'État,Directeur de cabinet,SI,Administration centrale (ou Ministère),
Direction générale des étrangers en France (DGEF),BORDESSOULE,Sophie,Mme,inspectrice principale des finances publiques,Adjointe au directeur de cabinet,SI,Administration centrale (ou Ministère),
Direction générale des étrangers en France (DGEF),,,,,Conseiller juridique,SI,Administration centrale (ou Ministère),
Direction générale des étrangers en France (DGEF),RENARD-DUBOIS,Sylvie,Mme,médecin général inspecteur,Conseillère médicale,SI,Administration centrale (ou Ministère),
Direction générale des étrangers en France (DGEF),BORDELAIS,Jean-Philippe,M.,lieutenant-colonel,Conseiller anticipation et gestion de crise,SI,Administration centrale (ou Ministère),
Direction générale des étrangers en France (DGEF),EVRARD,Laurent,M.,attaché d'administration de l'Etat,Chef de la mission communication,SI,Administration centrale (ou Ministère),
Université de Nîmes,ROIG,Benoît,M.,,Président,SI,Établissement d'enseignement,
Université de Nîmes,BAPPEL,Gaëlle,Mme,,Directrice de la communication,SI,Établissement d'enseignement,
Université de Nîmes,NICOLAS,Ludivine,Mme,ingénieure d'études,Agent comptable,SI,Établissement d'enseignement,
Bureau de la gestion des personnels contractuels,TARISTAS,Sophie,Mme,attachée principale d'administration de l'Etat,Cheffe du bureau (par intérim),SI,Administration centrale (ou Ministère),
Référent déontologue des services centraux du Premier ministre,INGALL-MONTAGNIER,Philippe,M.,,Référent déontologue pour les services du Premier ministre,SI,Administration centrale (ou Ministère),
Service de soutien psychologique opérationnel (SSPO),PINSON,Catherine,Mme,,Cheffe du service,SI,Administration centrale (ou Ministère),
Pôle Finances et économie,SOURDOIS,Jean-Luc,M.,contrôleur général des armées,Chef du pôle,SI,Administration centrale (ou Ministère),
Cabinet du directeur général de la santé,LLAVADOR,Camille,Mme,administratrice de l'État,Directrice du cabinet,SI,Administration centrale (ou Ministère),
Cabinet du directeur général de la santé,EGO,Sébastien,M.,,Chef du cabinet,SI,Administration centrale (ou Ministère),
Bureau technique,ROELANDT,David,M.,attaché d'administration de l'Etat,Chef du bureau,SI,Service à compétence nationale,
"Sous-direction du commerce, de l'artisanat et de la restauration",DE BOISSIEU,Marie,Mme,,Sous-directrice,SI,Administration centrale (ou Ministère),
"Sous-direction du commerce, de l'artisanat et de la restauration",DEVAUX,Catherine,Mme,,Cheffe du pôle Aménagement commercial,SI,Administration centrale (ou Ministère),
"Sous-direction du commerce, de l'artisanat et de la restauration",BÉGARDS,Louis,M.,,Directeur du projet Commerce,SI,Administration centrale (ou Ministère),
"Sous-direction du commerce, de l'artisanat et de la restauration",HAGHIGHAT-LAGARDÈRE,Florine,Mme,,Directrice du projet Artisanat et restauration,SI,Administration centrale (ou Ministère),
"Sous-direction du commerce, de l'artisanat et de la restauration",HENNEBELLE,Paul,M.,,Directeur du projet Territoires,SI,Administration centrale (ou Ministère),
DGA Techniques aérospatiales,,,,,Directeur,SI,Administration centrale (ou Ministère),
Service Transports et mobilités,THOLANCE,Maeva,Mme,,Cheffe du service,SI,Établissement public,
Service de la performance et des ressources,BOUZAT,Charlotte,Mme,administratrice de l'État,Cheffe du service,SI,Administration centrale (ou Ministère),
Service de la performance et des ressources,PIERRAT,Ludovic,M.,administrateur de l'État,Adjoint,SI,Administration centrale (ou Ministère),
Mission de la mémoire de l'aviation civile,,,,,Chef de la mission,SI,Administration centrale (ou Ministère),
Secrétariat général et développement,DUPONT,Elena,Mme,,Secrétaire générale,SI,Administration centrale (ou Ministère),
Pôle brigade d'intervention du numérique,NAZARIAN,Stéphanie,Mme,,Directrice du pôle,SI,Administration centrale (ou Ministère),
"Bureau des infections par le VIH, les IST, les hépatites",GUEHO,Sylvain,M.,,Chef du bureau,SI,Administration centrale (ou Ministère),
Mission Cartes et plans,GASTALDI,Nadine,Mme,,Chargée de mission,SI,Service à compétence nationale,
Université Côte d'Azur,TRIC,Emmanuel,M.,,Président,SI,Établissement d'enseignement,
Université Côte d'Azur,,,,,Directeur général des services (DGS),SI,Établissement d'enseignement,
Université Côte d'Azur,ROUSSEAU,Christophe,M.,,Directeur de la communication,SI,Établissement d'enseignement,
Université Côte d'Azur,VASTA,Christine,Mme,ingénieur de recherche,Agent comptable (par intérim),SI,Établissement d'enseignement,
Pôle des aptitudes des personnels de la navigation aérienne,ALVAREZ,Marc,M.,ingénieur en chef du contrôle de la navigation aérienne,Chef du pôle,SI,Administration centrale (ou Ministère),
Ambassade de France CAMBODGE - Phnom Penh,RICHARD,Olivier,M.,administrateur de l'État,Ambassadeur,SI,Ambassade ou mission diplomatique,
Parc naturel marin du cap Corse et de l'Agriate,SIMEONI,Gilles,M.,,Président du conseil de gestion,SI,Établissement public,
Département du soutien à la création et à la diffusion,DELAMONT,Isabelle,Mme,,Cheffe du département,SI,Administration centrale (ou Ministère),
Bureau de l'accompagnement managérial et de la gestion personnalisée des corps de direction,CREISSAC,David,M.,attaché principal d'administration de l'Etat,Chef du bureau,SI,Administration centrale (ou Ministère),
Bureau 5A. Synthèse financière,,,,,Chef du bureau,SI,Administration centrale (ou Ministère),
Direction de participations Industrie,JEANNIN,Pierre,M.,ingénieur en chef des mines,Directeur de participations Industrie,SI,Service à compétence nationale,
Direction de participations Industrie,CAUCHOIS,Victor,M.,ingénieur principal de l'armement,Adjoint,SI,Service à compétence nationale,
Mission de coordination des politiques européennes et internationales,HARRAUDEAU,Héloïse,Mme,,Cheffe de mission,SI,Administration centrale (ou Ministère),
Secrétariat général,,,,,Secrétaire général,SI,Établissement public,
Secrétariat général,LE FAUCHEUR,Philippe,M.,,Chef du service des ressources humaines,SI,Établissement public,
Secrétariat général,BERNARD,Coralie,Mme,attachée principale d'administration de l'Etat,Responsable de la communication,SI,Établissement public,
Centre de services des ressources humaines (CSRH),SEBBAN,Cécile,Mme,administratrice de l'État,Cheffe du centre,SI,Administration centrale (ou Ministère),
Institut français de CORÉE DU SUD - Séoul,MORCOS,Pierre,M.,,"Directeur, conseiller de coopération et d’action culturelle",SI,Ambassade ou mission diplomatique,
"Bureau Relations presse, veille médias",MONTIN,Martine,Mme,attachée d'administration de l'Etat hors classe,Cheffe du bureau,SI,Administration centrale (ou Ministère),
Bureau de la transition écologique des navires,MAIZIERES,Pierre,M.,administrateur des affaires maritimes,Chef du bureau,SI,Administration centrale (ou Ministère),
Direction de la communication,BRIAND,Pauline,Mme,,Directrice,SI,Autorité administrative indépendante,
Direction de la communication,FRADIN,Christèle,Mme,,Directrice adjointe,SI,Autorité administrative indépendante,
"Sous-direction Énergie, eau et environnement",,,,,Sous-directeur,SI,Administration centrale (ou Ministère),
Bureau de la reconversion et de la transition professionnelle,DJANI,Natacha,Mme,attachée principale d'administration de l'Etat,Cheffe du bureau,SI,Administration centrale (ou Ministère),
